state,state_name,county,mentally_unhealthy_days,physically_unhealthy_days,pct_frequent_mental_distress,pct_excessive_drinking,injury_death_rate,age_adjusted_mortality,pct_frequent_physical_distress,pct_smokers,pct_insufficient_sleep,preventable_hospitalization_rate,pct_some_college,pct_fair_or_poor_health,pct_unemployed,length_of_life_pctile_within_state,median_household_income,pct_physically_inactive,length_of_life_quartile_within_state,pct_children_in_poverty,income_20th_percentile,pct_children_eligible_free_lunch,pct_diabetic,drug_overdose_mortality_rate
KS,Kansas,Trego,2.8,2.8,8.3,15.4,127.671012,420.0,8.4,14.5,28.2,116.2825,74.76808905,11.4,3.122923588,33.0,46859.0,27.3,2.0,12.1,25864.0,20.40816327,10.7,14.596716772
KS,Kansas,Wabaunsee,2.8,2.7,8.2,17.4,90.83683434,368.2,8.1,15.1,28.6,40.89,74.64516129,10.9,4.130491976,18.0,59160.0,25.6,1.0,14.3,28526.0,24.22680412,9.8,14.596716772
KS,Kansas,Wallace,2.8,2.9,8.6,15.4,88.97333870173469,374.70891089108903,8.7,15.0,29.0,116.09,67.27828746,12.5,2.672605791,50.445544554455445,49109.0,25.5,2.4356435643564356,12.7,19420.0,36.03896104,10.9,14.596716772
KS,Kansas,Washington,2.8,2.9,8.6,16.3,100.6594932,291.6,8.9,15.3,28.5,66.35,66.14583333,12.3,3.241335045,14.0,43264.0,30.6,1.0,14.7,19287.0,28.60125261,11.0,14.596716772
KS,Kansas,Wichita,3.0,3.2,9.1,15.3,107.4402364,363.1,9.9,16.6,29.9,56.65,54.33403806,16.4,2.80448718,47.0,53447.0,27.0,2.0,15.3,27978.0,43.55971897,11.7,14.596716772
KS,Kansas,Wilson,3.3,3.7,10.3,14.2,96.97439876,464.2,11.1,18.5,31.9,84.71,48.85297185,16.3,6.682634731,88.0,39764.0,26.5,4.0,25.8,17864.0,47.22550177,12.3,14.596716772
KS,Kansas,Woodson,3.2,3.5,10.0,14.3,133.07477910374996,602.5,10.7,18.6,29.4,112.37,54.12130638,15.2,5.256723716000001,100.0,35502.0,28.8,4.0,26.2,18073.0,46.45833333,12.3,14.596716772
KS,Kansas,Wyandotte,3.6,3.9,11.2,15.2,72.25342256,483.7,12.4,22.9,35.1,67.16,48.34254144,20.7,6.877054568999999,83.0,37087.0,32.7,4.0,34.5,16286.0,69.99479076,12.6,9.144776358
KY,Kentucky,Adair,4.3,5.1,13.2,11.7,65.25599606,423.4,15.3,23.7,38.6,99.88,46.1338991,22.2,8.257008049,38.0,31558.0,32.1,2.0,38.3,14033.0,55.91638671,12.5,17.66441151
KY,Kentucky,Allen,4.2,4.9,12.9,11.8,89.61644163,459.0,14.9,25.2,38.1,91.93,48.06312769,21.7,5.94341775,54.0,39801.0,34.0,3.0,29.3,15149.0,48.62719153,12.3,18.06091454
KY,Kentucky,Anderson,3.8,4.3,11.3,13.0,72.26772412,418.1,12.5,21.2,36.3,59.82,55.2734375,16.9,5.328267209,29.0,54331.0,28.1,2.0,17.2,25380.0,34.67618562,11.0,18.34105186
KY,Kentucky,Ballard,4.0,4.7,12.2,11.6,99.10323657,481.2,13.8,21.6,38.7,64.77,55.45918367,19.8,7.931781267000001,40.0,44732.0,33.2,2.0,24.0,18838.0,45.78729282,12.6,24.86390448522435
KY,Kentucky,Barren,4.3,4.7,13.3,11.1,80.55740068,408.9,14.5,23.5,37.6,61.84,48.19195999,21.2,6.347267222999999,17.0,37666.0,31.2,1.0,29.2,14667.0,49.49926559,13.4,14.75086564
KY,Kentucky,Bath,4.7,5.5,14.8,10.5,109.14051840000002,545.0,17.3,27.4,41.2,72.84,55.7753444,27.1,9.0399137,77.0,34126.0,30.4,4.0,33.8,12159.0,63.62359551,14.2,24.86390448522435
KY,Kentucky,Bell,5.0,5.8,16.1,9.8,133.07477910374996,624.6,18.45,28.2,42.9,116.2825,42.31705571,28.7,10.20649602,93.0,24868.0,34.9,4.0,45.1,9873.0,58.62343346,15.0,34.66719396625
KY,Kentucky,Boone,3.6,3.8,10.5,15.5,59.924030200000004,310.5,11.0,17.4,33.7,77.88,72.12048262,15.2,5.209800492,3.0,66939.0,24.7,1.0,11.3,31591.0,28.1064397,9.9,28.86380826
KY,Kentucky,Bourbon,4.1,4.7,12.6,11.5,89.01246175,385.9,14.1,23.0,38.8,64.31,52.18032442,21.1,5.658436214,20.0,42812.0,33.8,1.0,28.5,16924.0,54.09748259,13.1,21.68546073
KY,Kentucky,Boyd,4.0,4.6,12.4,11.9,80.35062089,449.8,13.7,23.9,37.2,95.29,64.88176353,21.1,7.448611994,32.0,40224.0,30.4,2.0,34.7,16250.0,49.15544999,13.0,21.10537711
KY,Kentucky,Boyle,4.2,4.6,12.5,12.2,79.74816369,400.6,13.9,21.8,38.9,64.53,60.91127098,20.3,6.984542406,18.0,41538.0,28.7,1.0,24.2,17855.0,26.47497338,12.2,12.58912529
KY,Kentucky,Bracken,4.0,4.6,12.1,12.2,96.73461684,452.3,13.5,21.9,35.5,116.2825,52.26600985,19.2,7.849293564,69.0,41910.0,29.6,3.0,25.7,17824.0,51.09395109,12.0,24.86390448522435
KY,Kentucky,Breathitt,4.8,5.7,15.4,10.4,133.07477910374996,655.475,18.1,28.2,40.2,115.85,41.96480938,28.4,11.58900836,97.0,28647.0,33.2,4.0,44.1,11530.0,72.2846442,14.5,34.66719396625
KY,Kentucky,Breckinridge,4.1,4.6,12.6,11.4,86.64907126,454.8,13.7,22.2,37.4,116.2825,42.32651246,20.2,7.134010404,58.0,41547.0,38.5,3.0,27.3,16958.0,56.35068154,12.9,24.86390448522435
KY,Kentucky,Bullitt,3.8,4.0,11.0,14.1,56.92685431,332.0,11.7,20.1,39.8,75.16,56.06181456,16.2,5.853959125,7.0,54924.0,33.2,1.0,17.4,25940.0,39.66518881,10.4,25.573784699999997
KY,Kentucky,Butler,4.5,5.3,14.1,11.1,98.71513632,469.1,16.4,25.9,40.6,116.2825,42.592,24.1,7.365601684,53.0,35219.0,36.5,3.0,31.0,11865.0,48.54905574,13.7,24.86390448522435
KY,Kentucky,Caldwell,4.1,4.8,12.5,11.0,92.71993942,494.4,14.1,21.7,38.0,79.74,55.81947744,21.1,6.524122807,61.0,42640.0,33.4,3.0,28.4,15774.0,52.11237348684686,13.1,24.86390448522435
KY,Kentucky,Calloway,4.1,4.6,12.8,12.9,74.35819251,415.7,14.0,22.2,34.6,82.11,65.3736316,19.8,5.725927515,21.0,37705.0,22.7,1.0,24.7,13472.0,44.37233827,10.8,10.56393824
KY,Kentucky,Campbell,3.8,4.1,11.3,14.3,73.97821728,387.2,12.1,21.6,38.7,80.19,69.04831503,17.7,5.2379056760000005,14.0,52349.0,24.5,1.0,17.7,22288.0,41.2073047,10.1,34.66719396625
KY,Kentucky,Carlisle,4.2,4.8,12.8,11.5,114.62450590000002,482.1,14.5,22.4,35.6,94.63,51.82049111,21.4,6.1146496820000005,70.0,40701.0,30.8,3.0,27.6,19184.0,48.25986079,13.2,24.86390448522435
KY,Kentucky,Carroll,4.5,5.2,14.1,11.5,100.86376059999999,562.7,16.2,26.5,38.7,116.2825,34.990583799999996,23.9,7.225195554,80.0,43615.0,30.2,4.0,28.2,16265.0,58.24230387,13.2,34.66719396625
KY,Kentucky,Carter,4.3,5.0,12.9,11.3,100.2608235,480.0,15.0,23.5,38.2,89.76,49.38589841,23.4,10.80615855,41.0,34991.0,34.2,2.0,32.6,16657.0,54.29985564,12.1,15.89766793
KY,Kentucky,Casey,4.6,5.6,14.7,10.6,91.29678961,487.6,17.2,27.3,38.5,116.2825,42.31071522,25.1,6.983112734,59.0,29344.0,33.2,3.0,42.6,12866.0,62.52151463,14.6,24.86390448522435
KY,Kentucky,Christian,4.3,5.0,13.6,12.7,70.42690578,497.2,15.6,26.5,41.6,89.09,59.69598368,24.5,7.579669377,57.0,36736.0,30.7,3.0,30.4,18109.0,52.11237348684686,11.2,8.934793874
KY,Kentucky,Clark,4.0,4.5,12.2,11.6,103.8404113,467.2,13.6,23.4,38.3,68.63,57.20884197,19.3,6.145710928,49.0,49012.0,28.9,2.0,25.3,20502.0,49.72279972,12.0,34.528131099999996
KY,Kentucky,Clay,4.9,5.8,15.6,10.7,133.07477910374996,655.475,18.45,28.2,40.5,116.2825,34.29630774,30.6,11.48074489,94.0,25215.0,30.5,4.0,46.8,9635.0,54.46635731,13.8,26.53472146
KY,Kentucky,Clinton,4.6,5.5,14.6,10.5,132.9917271,569.5,17.0,25.6,38.1,116.2825,42.10526316,26.6,9.097744361,87.0,28341.0,31.7,4.0,37.5,13631.0,58.65860363,14.4,34.66719396625
KY,Kentucky,Crittenden,4.1,4.9,12.9,11.5,88.19670015,490.6,14.7,22.5,37.9,116.2825,51.12494016,20.6,6.158957322000001,31.0,38338.0,31.3,2.0,31.2,14467.0,46.13670134,13.4,24.86390448522435
KY,Kentucky,Cumberland,4.6,5.3,14.6,10.2,133.07477910374996,535.8,16.7,24.9,39.4,116.2825,54.3554007,25.1,7.645466847000001,84.0,29067.0,33.5,4.0,37.8,11825.0,61.43410853,15.4,24.86390448522435
KY,Kentucky,Daviess,4.0,4.3,12.2,11.7,69.51642891,395.9,13.2,20.7,34.6,58.49,59.05973313,18.7,5.68508047,13.0,43390.0,25.2,1.0,21.5,19178.0,45.85948074,12.1,16.3076714
KY,Kentucky,Edmonson,4.2,4.5,12.4,11.6,72.72006082,370.3,13.6,21.3,38.8,85.39,47.12005552,20.4,8.254620122999999,5.0,38544.0,33.4,1.0,28.4,16045.0,45.28395062,12.7,24.86390448522435
KY,Kentucky,Elliott,4.6,5.5,14.3,11.5,85.26470816,401.6,16.9,28.1,41.3,99.26,41.60183066,25.7,11.45784816,55.0,30556.0,36.4,3.0,40.2,9579.0,63.40545626,14.1,24.86390448522435
KY,Kentucky,Estill,4.6,5.4,14.6,10.7,130.1530326,568.3,16.8,26.2,40.0,116.2825,33.71733633,25.5,7.482867197999999,76.0,30333.0,31.9,4.0,38.0,11939.0,63.03243455,14.1,34.66719396625
KY,Kentucky,Fayette,3.9,4.4,12.3,13.4,60.51324542,338.7,13.6,23.1,36.7,51.67,72.99384443,18.3,4.829739545,5.0,48552.0,20.5,1.0,23.7,18804.0,41.72993631,10.5,21.73645041
KY,Kentucky,Fleming,4.3,4.8,13.4,10.4,113.56082430000001,546.1,14.9,24.8,37.3,116.2825,42.87753354,23.0,7.8976465010000005,78.0,35878.0,32.8,4.0,30.2,14060.0,52.11237348684686,13.3,24.86390448522435
KY,Kentucky,Floyd,4.8,5.8,14.8,10.4,133.07477910374996,655.475,18.45,28.2,43.3,116.2825,50.81333069,28.9,10.34150261,95.0,30127.0,37.3,4.0,44.3,12196.0,67.20148102,13.6,34.66719396625
KY,Kentucky,Franklin,3.9,4.3,11.9,12.3,73.16590065,428.7,13.0,21.2,36.2,79.34,56.46058487,18.2,5.387680558,25.0,49400.0,28.5,1.0,21.3,20163.0,44.63759989,12.0,20.08946509
KY,Kentucky,Fulton,4.5,5.3,14.2,10.1,81.15175378,610.5,16.5,25.9,40.9,85.5,47.74484536,25.9,8.392539965,83.0,30671.0,31.4,4.0,44.9,11785.0,72.74529237,15.6,24.86390448522435
KY,Kentucky,Gallatin,4.1,4.7,12.4,12.5,119.474313,536.2,14.1,24.3,38.3,116.2825,48.65882353,20.9,6.849673202999999,74.0,45483.0,37.3,3.0,25.5,21547.0,55.55555556,11.5,34.66719396625
KY,Kentucky,Garrard,4.1,4.8,12.7,11.8,69.80183378,408.2,14.3,23.2,37.6,70.21,48.15432246,21.0,6.626267949,24.0,43647.0,31.4,1.0,26.7,19621.0,53.76181475,12.7,23.67517658
KY,Kentucky,Grant,4.1,4.5,12.2,12.8,96.42420166,503.9,13.4,23.4,36.3,97.19,47.97328778,19.3,6.463708597,68.0,46226.0,28.1,3.0,25.9,20554.0,48.22981995,10.8,34.66719396625
KY,Kentucky,Graves,4.0,4.4,12.4,11.3,86.83207641,431.4,13.3,20.9,35.7,95.2,47.50278707,19.7,7.559598493999999,28.0,39247.0,29.0,2.0,26.0,16317.0,47.55740484,11.9,14.20795113
KY,Kentucky,Grayson,4.4,5.1,13.5,11.2,116.7980322,567.4,15.5,26.0,39.6,96.14,43.34405145,23.0,8.454999076,75.0,35726.0,34.1,3.0,30.5,15069.0,56.9628951,13.0,30.70820805
KY,Kentucky,Green,4.2,4.9,13.1,11.1,74.5579777,389.4,14.9,23.5,36.7,107.84,38.75,23.0,6.554490315,9.0,33640.0,31.3,1.0,29.6,13870.0,51.62393162,13.9,24.86390448522435
KY,Kentucky,Greenup,4.1,4.9,12.4,10.8,76.60795201,442.4,14.5,21.8,39.4,92.17,61.00563802,21.3,8.360332441,36.0,42452.0,32.1,2.0,22.5,17475.0,39.13878662,13.1,23.73692187
KY,Kentucky,Hancock,3.9,4.5,11.7,12.3,71.99424046,428.5,13.1,21.9,37.7,69.29,54.16058394,18.9,6.062136903,64.0,50358.0,26.5,3.0,18.9,21991.0,39.52662722,11.7,24.86390448522435
KY,Kentucky,Hardin,4.0,4.5,11.9,13.1,63.8375429,385.9,13.5,21.9,41.4,86.85,64.31134419,19.9,6.24691305,12.0,50407.0,27.8,1.0,21.8,22613.0,52.11237348684686,10.9,13.60199331
KY,Kentucky,Harlan,4.8,5.8,15.6,9.8,124.21160139999999,655.475,18.45,27.8,40.5,116.2825,44.04710613,28.9,11.784425742500002,96.0,26351.0,40.1,4.0,42.6,11504.0,62.24410970000001,15.0,34.66719396625
KY,Kentucky,Harrison,4.0,4.7,12.5,11.8,100.36408670000002,515.9,14.1,22.5,37.4,91.36,53.59926639,20.2,6.0447406,75.0,41406.0,29.1,3.0,24.2,14114.0,45.65637066,12.6,26.91355367
KY,Kentucky,Hart,4.5,5.2,14.1,11.0,62.24746096,461.2,16.4,26.2,38.2,81.36,35.30940009,24.3,6.35815921,30.0,38038.0,33.6,2.0,33.7,13969.0,53.4066714,14.2,24.86390448522435
KY,Kentucky,Henderson,4.1,4.7,12.6,11.5,63.05251929,415.8,14.2,24.6,35.9,101.53,56.30526225,20.7,6.12754159,26.0,43040.0,29.2,2.0,27.2,15735.0,50.54593875,12.9,15.07245545
KY,Kentucky,Henry,4.1,4.6,12.4,11.7,81.6569888,467.3,13.8,24.3,37.0,76.95,41.04498463,20.2,5.853850183,19.0,43799.0,33.1,1.0,25.7,17236.0,44.90424077,12.4,24.86390448522435
KY,Kentucky,Hickman,4.2,4.8,12.8,10.4,116.03812679999999,442.8,14.4,21.9,38.2,96.2,59.4279661,21.5,6.24706435,80.0,41588.0,31.8,4.0,29.3,18612.0,48.54014599,14.6,24.86390448522435
KY,Kentucky,Hopkins,4.0,4.5,12.1,11.5,81.58836746,487.7,13.4,20.8,36.1,74.97,53.11716386,19.2,6.423131034,44.0,42477.0,29.4,2.0,24.9,17623.0,44.91828396,12.7,20.03893278
KY,Kentucky,Jackson,4.9,5.8,15.7,10.3,77.42934572,594.0,18.45,28.2,39.3,79.65,40.32909931,28.6,11.47363872,88.0,29090.0,33.9,4.0,36.0,10795.0,64.17089679,14.5,24.86390448522435
KY,Kentucky,Jefferson,3.7,3.9,11.8,15.9,71.67033681,418.3,12.0,21.8,35.7,60.86,68.01888511,18.4,6.085918539,35.0,48264.0,25.6,2.0,23.9,19467.0,53.5165555,11.5,24.20970099
KY,Kentucky,Jessamine,4.0,4.4,12.3,12.3,64.74125891,352.0,13.3,23.3,36.0,53.76,62.93793211,19.6,5.293333872,10.0,51227.0,28.5,1.0,21.6,21220.0,45.88886095,10.8,14.60600307
KY,Kentucky,Johnson,4.6,5.4,13.9,11.1,115.57823359999999,595.1,16.1,25.9,41.5,116.14,46.43646879,24.3,9.255134867999999,82.0,34271.0,35.1,4.0,31.5,13647.0,59.94752952,13.4,31.38642395
KY,Kentucky,Kenton,3.8,4.2,11.5,15.2,79.82880328,411.8,12.6,21.9,36.8,74.34,66.20411225,16.8,5.573648348,30.0,54728.0,23.8,2.0,22.3,22875.0,38.53072167,11.0,34.66719396625
KY,Kentucky,Knott,4.6,5.4,14.2,11.1,133.07477910374996,655.475,16.6,25.7,40.7,116.2825,41.83937824,25.7,11.18663818,100.0,27709.0,37.6,4.0,44.1,13521.0,68.92210858,13.6,34.66719396625
KY,Kentucky,Knox,4.9,5.8,15.8,10.4,118.70666270000001,585.7,18.45,28.2,40.2,116.2825,35.94890511,29.0,10.01580403,85.0,26048.0,34.1,4.0,47.75,10999.0,60.48752835,14.9,27.27568373
KY,Kentucky,Larue,4.2,4.9,13.0,11.7,63.47415192,395.6,14.8,23.3,37.6,99.44,43.70546318,21.8,6.545327266,25.0,40312.0,30.0,1.0,27.8,16804.0,49.47851481,12.8,24.86390448522435
KY,Kentucky,Laurel,4.4,5.3,13.7,11.8,88.25259855,468.6,16.3,24.0,38.9,79.45,45.0905684,21.7,7.634480454,50.0,34678.0,31.2,2.0,35.0,14929.0,56.29489226,12.5,22.34137623
KY,Kentucky,Lawrence,4.4,5.1,13.5,11.2,113.22463770000002,602.9,15.4,25.1,40.4,116.2825,44.87146857,23.7,9.634926608999999,90.0,32835.0,35.9,4.0,33.1,13180.0,57.7029703,13.3,31.5736297
KY,Kentucky,Lee,4.6,5.7,14.6,11.3,133.07477910374996,582.1,17.7,27.4,38.7,116.2825,37.36470588,27.1,9.74745237,66.0,25473.0,36.8,3.0,45.1,9121.0,71.12349118,14.0,24.86390448522435
KY,Kentucky,Leslie,4.7,5.4,14.3,10.4,133.07477910374996,655.475,16.4,26.2,41.9,116.2825,45.36304817,25.1,11.784425742500002,98.0,27777.0,35.2,4.0,38.4,9570.0,52.3983316,13.3,34.66719396625
KY,Kentucky,Letcher,4.4,5.3,13.4,10.9,130.68651780000002,645.7,16.0,25.2,44.349999999999994,116.2825,50.29821074,25.0,11.784425742500002,92.0,28574.0,34.6,4.0,37.1,11945.0,57.74210254,13.7,34.66719396625
KY,Kentucky,Lewis,4.6,5.7,15.0,10.4,70.70298973,477.7,18.2,28.2,40.1,101.88,45.9272618,27.8,9.670542636,41.0,30217.0,35.4,2.0,44.9,10351.0,59.95884774,14.5,24.86390448522435
KY,Kentucky,Lincoln,4.4,5.1,13.8,11.2,105.62235940000001,468.0,15.7,26.6,39.1,66.77,46.25805386,23.7,8.744845088,55.0,35368.0,32.8,3.0,35.3,13006.0,59.83386269,13.4,17.74114308
KY,Kentucky,Livingston,4.0,4.5,12.3,11.3,114.1455991,472.4,13.5,21.9,36.2,114.22,37.61786601,18.9,8.143584249,37.0,42892.0,29.1,2.0,23.0,17588.0,49.03025601,12.9,24.86390448522435
KY,Kentucky,Logan,4.2,4.7,13.2,11.6,88.79205498,449.3,14.6,23.5,37.0,116.2825,45.58359622,22.2,5.712122487,35.0,41150.0,37.6,2.0,25.9,14475.0,46.55612245,12.8,16.17136673
KY,Kentucky,Lyon,3.7,4.2,11.2,11.8,71.83048007,374.2,12.4,20.8,36.4,69.29,52.89017341,18.3,6.902300767000001,34.0,43067.0,31.0,2.0,22.7,19188.0,40.29017857,13.2,24.86390448522435
KY,Kentucky,McCracken,4.1,4.3,12.3,11.2,91.76689379999999,463.4,13.2,19.8,34.5,66.7,61.325931999999995,18.6,7.108552744,51.0,41216.0,27.6,3.0,26.0,17101.0,43.63092269,12.8,28.02719147
KY,Kentucky,McCreary,5.1,5.8,17.1,10.3,68.23985207,585.5,18.45,28.2,41.8,109.56,40.10636347,30.750000000000004,10.70511554,71.0,24265.0,28.4,3.0,47.75,8954.0,63.94557823,15.4,24.86390448522435
KY,Kentucky,McLean,4.2,4.7,12.8,11.7,92.38651157,458.3,14.2,23.5,36.0,50.2,53.29995448,21.3,6.503690037,45.0,42288.0,31.5,2.0,24.4,19783.0,31.22009569,13.2,24.86390448522435
KY,Kentucky,Madison,4.3,4.9,12.9,13.1,70.27507331,404.5,14.9,23.8,36.6,53.01,67.59727311,21.6,5.399986633999999,15.0,44358.0,28.2,1.0,22.9,15820.0,38.14094872,10.3,21.72934548
KY,Kentucky,Magoffin,4.6,5.5,14.6,10.6,115.370019,541.3,17.2,27.5,40.4,116.2825,37.92475728,25.9,11.784425742500002,79.0,29421.0,34.2,4.0,41.0,10973.0,77.86391042,13.3,28.27472753
KY,Kentucky,Marion,4.1,4.8,12.8,12.6,83.24473953,441.6,14.6,24.5,38.4,74.59,43.4049648,21.7,6.455528581,48.0,39089.0,25.4,2.0,27.6,15170.0,48.86115445,12.2,21.61550996
KY,Kentucky,Marshall,3.9,4.3,11.4,11.7,107.26736389999999,401.7,12.4,19.3,35.8,73.22,60.62342745,17.1,6.837209302000001,23.0,45596.0,29.3,1.0,19.2,21259.0,37.32862484,12.1,31.04792086
KY,Kentucky,Martin,4.6,5.8,15.1,11.1,127.90516299999999,655.475,18.4,28.2,43.7,116.2825,44.18081918,29.3,9.124928037,89.0,27484.0,32.7,4.0,42.9,10168.0,63.34376397,13.2,34.27637303
KY,Kentucky,Mason,4.1,4.6,12.9,12.0,69.79644609999998,466.4,13.9,23.5,37.8,69.6,55.81622678,21.2,7.810681495,46.0,40260.0,30.4,2.0,30.2,17122.0,49.42098093,13.0,21.17176072
KY,Kentucky,Meade,4.0,4.6,12.3,13.2,72.4068021,385.2,13.7,25.3,36.6,90.21,57.52595156,20.0,7.04167353,11.0,52377.0,29.4,1.0,20.9,20903.0,52.11237348684686,11.2,14.84255475
KY,Kentucky,Menifee,4.5,5.4,14.3,10.6,130.3739507,462.8,16.7,25.6,40.4,76.67,42.63618023,25.2,9.881255301,56.0,30828.0,28.7,3.0,42.0,13092.0,69.10062333,14.3,24.86390448522435
KY,Kentucky,Mercer,4.1,4.7,12.7,11.4,75.11102348,433.9,14.2,21.6,37.7,72.67,54.99077679999999,20.3,6.23990307,27.0,43945.0,29.8,2.0,24.7,16528.0,38.92386949,13.1,24.86390448522435
KY,Kentucky,Metcalfe,4.5,5.3,14.1,10.9,103.6042318,503.0,16.4,25.9,40.4,99.72,40.19861831,25.6,6.083193075,62.0,30460.0,35.4,3.0,37.5,14427.0,57.65931373,14.4,24.86390448522435
KY,Kentucky,Monroe,4.6,5.4,14.3,10.7,130.5843189,568.5,16.6,25.5,39.5,116.2825,44.86597938,25.0,5.590602567,73.0,30172.0,27.8,3.0,39.1,12733.0,52.11237348684686,14.5,24.86390448522435
KY,Kentucky,Montgomery,4.4,4.8,13.5,11.7,71.00043348,424.8,14.8,25.3,38.0,64.62,54.67872311,22.1,7.496354747000001,20.0,41139.0,29.8,1.0,27.8,14803.0,55.93291405,12.3,22.05152707
KY,Kentucky,Morgan,4.4,5.6,14.3,11.8,88.60869818,485.8,17.2,28.2,44.349999999999994,116.2825,45.44544545,29.3,9.448818897999999,45.0,30872.0,33.3,2.0,39.7,13210.0,69.31268151,13.6,24.86390448522435
KY,Kentucky,Muhlenberg,4.3,4.9,13.1,11.6,88.74077479,489.6,14.9,24.8,37.5,108.16,46.05637445,21.5,7.569561382000001,47.0,38916.0,32.5,2.0,30.0,16392.0,49.27838967,12.6,20.30630457
KY,Kentucky,Nelson,4.1,4.7,12.4,12.2,75.25861597,389.3,13.7,23.3,38.4,59.69,50.07015082,20.1,6.141503237,15.0,54540.0,29.7,1.0,19.0,20452.0,47.27877578,11.4,11.22158135
KY,Kentucky,Nicholas,4.1,4.6,12.4,11.8,115.9174442,597.0,13.9,22.3,36.8,116.2825,56.06060606,20.0,8.018459764,85.0,37061.0,33.7,4.0,29.5,16475.0,52.43381725,12.2,24.86390448522435
KY,Kentucky,Ohio,4.4,5.3,13.4,11.2,81.73750584,481.9,15.8,24.0,38.5,92.55,40.95503660000001,22.8,7.612018977000001,60.0,38261.0,34.1,3.0,28.9,15755.0,55.08434864,13.2,23.59800111
KY,Kentucky,Oldham,3.4,3.7,9.7,14.0,44.6617692,263.7,10.6,18.2,35.1,50.36,71.10603754,15.3,4.7849605980000005,1.0,73077.0,22.5,1.0,6.8,33406.75,16.35173214,9.5,7.4759967110000005
KY,Kentucky,Owen,4.0,4.4,11.8,12.5,109.1884889,447.2,13.1,21.4,37.6,116.2825,45.38216561,19.5,5.0557754589999995,60.0,43626.0,36.0,3.0,25.4,17968.0,36.33017876,12.1,34.66719396625
KY,Kentucky,Owsley,4.8,5.8,15.9,10.0,133.07477910374996,655.475,18.45,28.2,39.5,106.95,37.5,28.9,10.26677445,100.0,23047.0,30.7,4.0,47.75,8652.0,72.55639098,15.3,24.86390448522435
KY,Kentucky,Pendleton,3.9,4.4,11.6,12.9,107.4318352,502.3,13.0,21.8,37.6,79.85,45.04427307,19.1,6.685196021,65.0,47023.0,31.8,3.0,22.7,19194.0,48.39089482,11.1,32.06082396
KY,Kentucky,Perry,4.7,5.6,14.4,10.7,133.07477910374996,655.475,17.1,27.0,39.3,116.2825,50.16371078,27.1,10.33160622,99.0,31265.0,36.0,4.0,35.5,12128.0,60.67673485,13.7,34.66719396625
KY,Kentucky,Pike,4.7,5.5,14.0,10.8,117.4316247,609.2,16.9,26.4,44.349999999999994,116.2825,45.6792395,26.5,10.45796,91.0,32666.0,34.5,4.0,32.4,13256.0,56.01625266,13.6,34.66719396625
KY,Kentucky,Powell,4.6,5.5,14.5,11.3,133.07477910374996,655.475,16.9,27.3,40.2,89.77,43.62606232,25.1,8.569118836,81.0,32783.0,30.0,4.0,38.7,10474.0,67.15589052,13.1,34.66719396625
KY,Kentucky,Pulaski,4.5,5.1,13.9,10.5,79.19704920000001,499.4,15.6,25.0,37.5,76.9,48.01040312,24.4,7.388414055,65.0,32767.0,31.8,3.0,34.4,12230.0,51.30809775,13.2,20.38416307
KY,Kentucky,Robertson,4.4,5.1,13.5,10.8,133.07477910374996,643.3,15.4,23.5,36.7,106.17,61.39534884,22.8,7.6732673270000005,90.0,37281.0,32.5,4.0,35.0,13284.0,65.36312849,14.2,24.86390448522435
KY,Kentucky,Rockcastle,4.4,5.3,14.1,11.2,120.144173,556.7,16.5,26.4,38.4,112.31,46.45364319,24.9,7.434782609,72.0,33789.0,33.8,3.0,32.3,11960.0,58.11820652,13.5,29.68827313
KY,Kentucky,Rowan,4.3,5.1,13.3,13.2,85.30312465,494.5,15.3,24.4,37.5,83.86,61.52539173,20.9,6.9539573820000005,63.0,37287.0,29.5,3.0,29.6,13926.0,48.23353293,9.7,19.82188619
KY,Kentucky,Russell,4.5,5.4,14.2,10.4,124.9205051,512.9,16.5,24.3,36.8,97.11,49.33823529,25.4,9.995550942000001,67.0,33623.0,35.4,3.0,37.4,11172.0,62.86836935,14.3,34.66719396625
KY,Kentucky,Scott,3.7,4.0,10.8,14.1,58.59107172,352.9,11.6,21.1,38.0,65.15,64.64984003,17.6,4.971716628,8.0,61989.0,23.7,1.0,15.5,27935.0,36.64945496,9.5,17.30011711
KY,Kentucky,Shelby,3.8,4.3,11.5,12.8,42.41475101,304.5,12.8,20.3,35.4,58.85,55.81913163,18.5,5.01074691,2.0,57447.0,30.2,1.0,17.9,25303.0,41.53973968,11.3,9.042613315
KY,Kentucky,Simpson,4.1,4.7,12.8,11.5,73.34150786,417.6,14.3,23.4,38.5,113.86,50.17738359,21.6,5.819672131,33.0,45269.0,31.7,2.0,23.7,17986.0,48.73079492,12.8,24.86390448522435
KY,Kentucky,Spencer,3.6,3.9,10.3,14.2,69.39384477,350.4,11.1,18.8,34.7,63.86,60.91954023,15.4,5.342599631000001,4.0,67437.0,30.0,1.0,12.5,32299.0,33.88486729,10.0,24.86390448522435
KY,Kentucky,Taylor,4.3,5.0,13.6,11.3,96.78731192,450.9,15.4,24.5,38.8,90.15,46.10992149,22.6,7.4007544460000005,43.0,34633.0,34.6,2.0,35.4,15103.0,52.11237348684686,13.2,25.47019317
KY,Kentucky,Todd,4.3,5.0,13.2,11.3,89.51120489,466.4,15.1,23.6,38.4,111.85,46.0593654,23.2,5.471180238,52.0,40002.0,34.3,3.0,29.4,16038.0,54.10065238,13.3,24.86390448522435
